Label,event_time,label
TRUE,0.31334625,1
TRUE,0.208468604,1
TRUE,0.497802102,1
TRUE,0.050435112,1
TRUE,0.190165043,1
FALSE,0.578854359,0
TRUE,0.275642633,1
TRUE,0.142822498,1
TRUE,0.020814176,1
TRUE,0.067329813,1
TRUE,0.417294559,1
TRUE,0.002210293,1
TRUE,0.018422629,1
FALSE,0.578854359,0
TRUE,0.073847884,1
TRUE,0.022432096,1
TRUE,0.003450004,1
TRUE,0.190141041,1
TRUE,0.552372327,1
TRUE,0.1656636,1
FALSE,0.578854359,0
TRUE,0.090204233,1
TRUE,0.198760758,1
TRUE,0.307875177,1
TRUE,0.077016101,1
FALSE,0.578854359,0
TRUE,0.40132622,1
TRUE,0.025795011,1
TRUE,0.104318955,1
TRUE,0.283053644,1
TRUE,0.077321568,1
TRUE,0.413221791,1
TRUE,0.13855085,1
TRUE,0.074857071,1
FALSE,0.578854359,0
FALSE,0.578854359,0
TRUE,0.288525146,1
TRUE,0.00458129,1
TRUE,0.049858092,1
TRUE,0.396106248,1
TRUE,0.109471345,1
TRUE,0.076847036,1
TRUE,0.000648473,1
TRUE,0.168055534,1
TRUE,0.036894838,1
TRUE,0.134311019,1
TRUE,0.126137833,1
TRUE,0.121352953,1
TRUE,0.502437879,1
TRUE,0.150067781,1
TRUE,0.010464901,1
TRUE,0.096036829,1
TRUE,0.08644032,1
TRUE,0.222936765,1
TRUE,0.020157915,1
TRUE,0.057733379,1
TRUE,0.062595462,1
TRUE,0.095216287,1
TRUE,0.024386545,1
TRUE,0.014090417,1
TRUE,0.055396302,1
TRUE,0.1428579,1
TRUE,0.117679197,1
TRUE,0.097586214,1
TRUE,0.356501511,1
TRUE,0.421888021,1
TRUE,0.158887901,1
TRUE,0.401234185,1
TRUE,0.261158614,1
TRUE,0.034538874,1
TRUE,0.044607553,1
TRUE,0.096711984,1
TRUE,0.085045774,1
TRUE,0.012080122,1
FALSE,0.578854359,0
TRUE,0.174385112,1
TRUE,0.012583265,1
TRUE,0.557612437,1
TRUE,0.274314427,1
TRUE,0.067053653,1
TRUE,0.015590659,1
TRUE,0.036226071,1
TRUE,0.287345436,1
