x0,x1,x2,x3,x4,x5,x6,x7,x8,x9
-0.76722844,0.192184374,0.169353622,-0.425135443,-0.037419954,-0.317685803,-0.285810695,0.969657358,0.770668702,0.017154608
-0.564612012,0.595608887,-0.851692662,-0.49089094,0.884568423,0.290046885,-0.146513602,0.951576098,0.377667645,0.99172367
-0.992667056,-0.34273437,0.126185045,0.633454339,0.408276332,0.413765275,-0.687557622,0.38476745,0.137703792,-0.446312591
0.936153494,0.23849021,0.853819692,0.666699564,-0.539026618,-0.298558549,-0.001402854,-0.636800274,0.002425722,0.934811468
-0.149632348,-0.132302143,-0.437539195,-0.728386289,-0.923839699,0.622080367,-0.954887795,-0.417416624,0.657438494,0.064003878
0.237963959,-0.696547655,0.960226213,0.397488824,-0.446980795,0.683749474,-0.929352802,0.732059586,-0.123194614,0.300989757
-0.558775737,-0.697146197,-0.100049306,0.624598999,-0.182488851,0.928898702,-0.015364316,-0.895073115,-0.750137986,-0.830784204
-0.380104424,0.889027709,0.081410089,0.147014321,0.271445524,0.128155227,0.464107866,0.438298449,-0.791731536,0.880396358
-0.133747877,0.976349503,0.109382388,0.812636373,-0.749596258,-0.204106112,-0.241515179,-0.115181045,-0.55343357,-0.804751189
0.845704582,-0.297347524,-0.268119838,-0.996351295,-0.652030852,0.87573627,0.990132697,-0.435749685,-0.789623782,0.706053097
0.877332603,-0.989905386,-0.533377849,0.797992336,-0.729061755,0.341033472,-0.971432927,-0.200900102,-0.386824439,0.911761379
0.040122416,0.997982208,-0.51148434,-0.842382655,0.428357157,0.590585197,0.256906133,-0.818704399,0.119428458,0.035254632
0.116016399,-0.694808967,-0.743777127,-0.520028114,0.587100624,-0.466431361,-0.616304101,0.989564682,0.014095751,0.147722616
0.024659435,-0.921790547,0.767801023,0.261284854,-0.341235526,0.392749908,0.406696196,0.995243023,-0.28040014,0.100298593
0.977025127,-0.314369519,-0.455409265,0.555033343,0.474058361,0.331460964,0.220461908,-0.123743141,0.4651626,0.6681873
0.345010429,0.555995287,-0.809146337,-0.023865063,-0.426108154,-0.177211152,0.60875307,0.92545735,0.925453949,-0.886741494
0.682480672,0.965089939,0.328051068,-0.381049206,0.301180598,0.151147766,0.916486113,-0.11084328,0.664892865,-0.925124639
