,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,pred,true_h
0,-0.085751016,0.947130963,0.937674621,0.305250024,-0.704104238,-0.49334214,-0.27840092,0.041868224,0.150809978,-0.14446015199999998,0.0,-2.911184443409303
1,0.838650349,0.149040534,-0.656331576,-0.8665371009999999,-0.146349932,0.250534855,-0.9861810590000001,0.730563593,-0.953803508,0.653772874,0.34565806,-2.33544727101842
2,-0.363893265,0.5315372420000001,0.20222505600000001,0.20875379800000002,0.46936896899999997,0.493346798,0.060641114,0.156135275,-0.526915378,0.60576944,0.0,-1.3356729997466958
3,0.325187224,-0.882390798,0.034050754,-0.024489632,-0.290629767,0.871514479,-0.373227222,-0.558609194,-0.14364696,0.53362739,0.0,-2.8466458325724675
4,0.493580423,-0.383842663,0.262700657,-0.12824634699999998,-0.370257613,-0.874978268,-0.566203365,0.024365194,-0.279757459,-0.628597692,0.0,-1.2584414690440409
5,0.024252241,-0.7566881759999999,0.7910404540000001,0.147380473,-0.685818162,0.10661440400000001,0.06480841700000001,0.40632664399999996,-0.7575411670000001,-0.7901914859999999,0.0,-1.8449474993643338
6,0.40870326700000004,-0.654525318,-0.516777387,-0.6616091239999999,0.990294318,0.65057518,-0.631585266,0.9009639340000001,0.256168291,-0.733661993,0.0,-1.9166530617870703
7,0.073316463,0.079233185,0.80933052,0.276868942,-0.025990172000000002,-0.09028690800000001,0.028743014,0.526739564,0.20451787100000002,0.40881852700000004,0.39697015,-0.03751020811451434
8,-0.7209627690000001,0.8701980709999999,0.550967564,-0.7144565420000001,-0.096057385,0.420624555,-0.946487358,0.628277281,-0.529462148,0.696634579,0.0,-4.110607422907581
9,0.5356728239999999,-0.076356512,0.055668008,0.33295997899999996,-0.46403702700000005,0.304244155,0.42641967799999997,-0.514870768,0.210755318,0.216769878,0.14130068,-0.9424085948247987
10,0.36451821100000004,-0.565446697,-0.27236954,0.16517653599999998,0.474160456,-0.148170721,0.752286346,0.351175667,-0.31658653800000003,0.315102872,0.0,-1.4568744428305662
11,0.804826878,0.942749155,0.524564891,0.632103651,-0.420955949,0.7314914690000001,-0.543092288,0.389203642,-0.933912194,0.723245927,0.0,-4.945874398301758
12,-0.587039106,0.603842394,0.898754215,0.834005042,-0.8464210259999999,-0.10396121800000001,-0.8777147829999999,0.645004021,-0.8030619170000001,-0.14228451,0.0,-2.2829572564356906
13,-0.36640238399999997,-0.5886718989999999,0.793954987,-0.276410627,0.37145191200000005,-0.098589435,-0.331130252,-0.629921639,0.537983695,-0.99459775,0.0,-1.5475882166964243
14,0.547069795,-0.955628274,0.406798541,0.8345538290000001,0.41114288600000004,0.54062871,0.804148222,-0.042508604000000005,-0.378045631,0.319489344,0.0,-3.9029215684740515
15,-0.48029047799999997,0.00190036,0.236889635,-0.420449164,0.65642221,0.43084048,0.17689518699999998,0.454763058,-0.547718036,-0.18540288300000002,0.0,-0.7425384983031756
16,-0.541909916,0.730505353,-0.668770169,-0.49069168,0.830347133,-0.619308035,-0.794284694,0.074385989,0.677105928,0.647746115,0.0,-2.6629902225187334
17,0.083226227,0.12165957300000001,-0.510385222,-0.9812638379999999,0.473704655,-0.908465237,-0.6497014870000001,-0.668263253,-0.8178758359999999,0.156473823,0.09438038,-0.06993862844231649
18,-0.284080123,0.75054978,-0.056342391,0.80506017,0.598350803,0.95818037,0.6743106529999999,-0.536084725,-0.522442243,-0.024330347999999998,0.0,-2.0730412945417758
19,0.74287053,-0.18075271899999998,-0.972757385,0.815126386,0.164681445,-0.7124588409999999,-0.407640258,0.276788761,0.352343777,-0.404728009,0.0,-1.8815235946218742
20,-0.177242238,0.260841389,-0.7043690659999999,-0.18562535,-0.929955773,-0.634864695,-0.367926763,0.23732594399999998,0.28118015399999996,-0.729421056,0.0,-0.32012698985672844
21,-0.584854715,0.173297151,-0.049685689000000005,0.592643836,-0.34731113700000005,-0.815131316,0.546037996,0.164167486,-0.15035511699999998,-0.475380882,0.0,-1.1977016565668397
22,0.5877616929999999,0.717737337,-0.19029967600000003,-0.978763642,0.918541188,0.087555673,0.106724338,-0.037137094,-0.761973913,0.139912503,0.5223619,-2.7701989532974163
23,0.010319575,0.479048481,-0.9299398529999999,0.20325401899999998,-0.8802664579999999,0.845746709,-0.7224471379999999,0.9682177240000001,0.44077762200000004,-0.278007871,0.34376043,-0.7390343855019805
24,0.903884912,-0.50264284,0.708608538,0.845196077,0.58369416,-0.999109272,-0.347234051,0.27327919,0.260241333,0.50259535,0.0,-3.443095500505416
25,0.5401050629999999,-0.593423423,0.266462241,0.747836011,0.432167487,-0.39546139700000005,0.370657291,0.334003614,-0.47519635200000004,0.388712355,0.0,-2.0725209616601634
26,-0.44789843799999995,0.434585896,-0.227102339,-0.650290599,0.38407868799999995,0.320773035,-0.787281772,-0.489126964,-0.123752363,0.92649622,0.0,-1.2536810345003881
27,-0.176106823,-0.100209265,-0.051382515999999996,-0.16011667300000001,0.648975699,-0.341038932,-0.36112025,0.126238664,-0.458906074,0.41624831100000004,0.0,-0.13215258829150744
28,0.453815746,0.7960173290000001,0.238220632,-0.627485336,-0.582323385,0.41569742,-0.605644605,0.595264394,0.514660782,0.053704725,0.5595635,-2.7025434196160725
29,0.150577247,-0.322752115,0.00308144,-0.6913477259999999,0.6820020059999999,-0.303592705,-0.247737393,-0.44676355799999995,-0.976914385,-0.93684555,0.0,-0.4082900477533113
30,0.818071859,-0.053618764000000006,-0.637699447,-0.368360133,-0.460038066,-0.857792859,0.5997638789999999,-0.9046560159999999,0.966047729,0.178037052,0.0,-2.16345967675867
31,0.363476146,0.5265118839999999,0.29572949,0.5718931270000001,-0.198666065,-0.024800793999999998,-0.124503708,-0.36576784700000003,0.59422078,-0.780705511,0.9984531,-1.3175813878688998
32,0.530658081,0.499375256,-0.22231246,-0.361530622,-0.341261684,0.07456191599999999,-0.638869638,-0.549209489,-0.609652773,0.08334628599999999,0.94525295,-1.7091382302912366
33,-0.302848965,-0.9928952109999999,0.7482368290000001,-0.082829159,-0.8130095890000001,0.808097072,0.086955974,-0.002988938,-0.63602632,0.307074597,0.0,-3.4685266695717165
34,0.08959681900000001,-0.56754648,0.037208655,0.831329709,-0.919033069,-0.85356422,0.401132755,-0.080711267,0.776352127,-0.304504506,0.0,-1.0626687107793238
35,0.481338483,0.951462695,-0.610842388,0.044025709,0.479985558,0.603862505,0.948800891,-0.7381387490000001,0.38644891200000003,-0.781279815,0.3280722,-3.659758793376914
36,0.6005765479999999,0.571159984,-0.16822569399999998,-0.452477687,0.949412844,0.9596638120000001,0.508716528,0.9657021029999999,0.71970634,0.34745653299999996,0.9842525,-2.211097040012234
37,0.18397395100000002,-0.7477111999999999,-0.6957152790000001,-0.32698593600000003,-0.962861227,-0.504004862,0.924281727,-0.7170473359999999,0.252506671,0.26470336699999997,0.0,-1.9085308752910777
38,-0.01699784,-0.304139172,0.602225801,0.949665981,0.641860243,-0.45431512399999996,0.5135345689999999,0.035955136,0.255838872,-0.136789023,0.0,-0.2986780795619623
39,-0.036978723,-0.7668790120000001,0.21261847899999997,0.6745350170000001,-0.24290794899999998,0.21437298,0.019262189,-0.756578568,-0.839233173,-0.054311082000000004,0.0,-1.8974334524377279
40,-0.6717940170000001,-0.8320568620000001,0.9206704,0.295093247,0.60551109,0.41763152600000003,0.89116198,-0.87971827,-0.8575949270000001,0.83365494,0.0,-3.681189513957909
41,0.326325894,0.83902098,0.47304475700000004,-0.591062383,0.9032651429999999,0.7782055940000001,-0.813979855,0.0016104370000000002,-0.647522709,0.7019083690000001,0.0,-2.608721154716609
42,-0.9984060240000001,-0.882569785,-0.14466621,0.81714645,0.933319675,-0.295729471,0.097460558,0.116715544,0.09136761800000001,0.115683996,0.0,-5.715899478316127
43,-0.808617204,-0.735979726,0.5298986210000001,-0.79377619,-0.685465467,0.8612026859999999,-0.713859006,0.112795552,-0.21786144,-0.575956629,0.0,-3.8482559830155885
44,0.199538563,0.26036438,-0.370403004,-0.473647351,0.5543636510000001,0.32832872,-0.19285481399999999,0.8725388390000001,-0.485276236,0.114896835,0.9226775,-0.3463679330155725
45,0.011961436,0.07026275,-0.108634226,0.6715651840000001,0.022174489,0.5067730970000001,-0.685960813,-0.531165995,-0.936441505,-0.154622876,0.0,-0.016351663832792972
46,0.5837660920000001,0.063898998,0.313063103,0.334016702,0.340291566,0.276350417,0.120689465,0.7749745170000001,0.24118587600000002,0.103446284,0.3898375,-1.1100806117035404
47,0.810881658,-0.159850721,0.395174908,-0.576672227,-0.024296502,-0.7378747840000001,0.387978351,0.787755775,-0.887399224,-0.512178481,0.0,-2.1987539354090924
48,-0.7858124670000001,0.48531347799999996,-0.376381079,-0.316662268,-0.9230814,-0.247000754,-0.789839182,0.53893407,0.871299101,-0.146293327,0.0,-2.745798949243668
49,0.967783026,0.21425926399999998,-0.699132238,0.058244809,0.06117305,0.6668519270000001,0.501901826,0.810131203,-0.144475709,0.91378681,0.26302576,-3.1625809622950625
50,-0.28061375899999996,-0.473047809,-0.9980571009999999,0.80517064,-0.469393733,0.15992837699999998,0.15701179,0.9270879459999999,0.667852891,-0.8275895409999999,0.0,-0.9737688789516679
51,-0.151585912,-0.8989978120000001,0.880897947,-0.40674911700000005,0.019053567,0.13527819300000002,-0.69121648,-0.7823514159999999,-0.47548823,-0.981704445,0.0,-2.6754502554625472
