x0,x1,x2,x3,x4,x5,x6,x7,x8,x9
-0.697624121,0.605407228,-0.238606304,0.41307081,-0.588969955,-0.749826416,-0.439471516,0.902786098,0.95573191,0.180571285
0.846251663,-0.423261051,0.78784742,-0.466518909,-0.658965477,0.191387936,-0.487055527,-0.703821741,0.606185723,0.247370235
0.267138442,0.512257327,-0.31651804,-0.4754016,-0.041098128,0.036512011,-0.86702383,-0.065980185,0.250819946,0.372044768
-0.22614682,-0.647427244,0.597591175,0.748073597,-0.469698219,-0.753816483,-0.647514811,-0.187779042,-0.782791955,0.793045439
-0.190456386,0.176730874,-0.442561253,-0.505652723,-0.507851683,-0.099307819,0.622455464,-0.077239965,0.674588593,-0.110360315
-0.782378341,-0.373611015,-0.612761027,-0.017787692,-0.796301734,-0.803674633,0.834810743,-0.982295274,-0.953361924,-0.655050375
-0.028938571,-0.799132153,0.623078718,0.112355599,0.630079449,0.567655292,-0.071091574,-0.761631477,0.021255569,0.132450225
0.623938472,-0.837684556,0.359039669,-0.119017204,-0.572903522,-0.298294022,-0.230555448,0.821347606,0.220478003,-0.635623664
0.777808905,0.909927185,0.08857226,0.877180052,-0.085882898,0.284876861,-0.277855915,-0.620603415,-0.625033057,-0.910647574
-0.146825134,0.917423422,-0.011934744,0.168427097,0.751040812,-0.64980596,-0.1449796,0.253969682,-0.111148578,-0.249355853
0.460218785,-0.457296409,-0.488502834,0.434782862,0.951870966,0.432304187,-0.146335315,-0.03723379,0.068831902,0.508671861
0.539812312,0.929785345,0.566149026,-0.057839859,-0.172741812,0.238726478,-0.717076505,0.572106617,-0.786815101,-0.887370957
-0.023998023,-0.206093411,-0.063833527,0.884504442,0.826482914,0.277921574,0.068443976,-0.74167386,-0.050477985,0.221024117
0.322110878,-0.631168644,-0.72532132,0.182626775,-0.875135959,-0.694902054,0.237664594,0.94735243,-0.685951602,0.508673129
0.112916892,0.549097522,0.451501979,0.905845084,-0.57572226,-0.206695039,-0.524265951,-0.79600002,-0.901566069,-0.634237198
0.339744163,0.5338284,0.284180759,-0.703620956,0.881566869,-0.407803388,0.944994746,0.346341443,-0.031602719,-0.346945257
0.97934045,0.692294684,-0.080267783,0.067226039,-0.987675843,0.019224892,0.168254521,0.41749877,0.973742389,0.432794587
0.563735316,0.151934865,0.333010656,0.026320667,0.799915956,0.707404714,0.059380491,-0.782289233,-0.916337485,-0.398300022
-0.05443703,0.316903686,-0.112139104,0.518339527,0.472681798,-0.017201684,0.334816804,0.352422316,-0.155154732,-0.949396702
0.263401564,-0.987940668,-0.132819234,-0.409564516,0.650750921,-0.933104994,-0.083493737,0.91773721,-0.264885651,0.853652237
-0.762097861,-0.465159358,0.791060136,-0.094304706,-0.264670578,0.31883888,-0.283510399,0.607308056,0.265541464,-0.662041963
0.769275883,0.042581577,-0.805479599,0.581995017,0.696034848,0.169029662,0.324563964,-0.752018078,-0.183875847,0.91423388
-0.708439822,-0.847220609,-0.721907952,0.983963531,-0.366585129,0.20754429,-0.829979411,0.36706891,0.546188569,-0.495188421
0.031047348,-0.475425418,-0.265237344,0.891722582,-0.905742103,-0.87279767,0.444610364,-0.862275019,0.7450945,0.354864867
-0.574732677,-0.479050057,0.000855914,0.333332682,-0.864555254,-0.147393461,-0.017185503,-0.168078684,-0.941039979,0.446671324
-0.281025189,-0.383631208,0.479772977,-0.345132715,-0.01115293,-0.428085561,0.705684387,0.973072228,-0.918374995,-0.583288832
0.433689296,-0.758992012,-0.898112877,-0.643856618,0.681254325,-0.399245341,-0.078666673,-0.839744672,-0.702804073,0.539226321
0.056296847,-0.113128583,-0.043332993,0.827362581,-0.605970698,-0.406899001,-0.517602081,0.578951746,0.543467223,0.923493156
-0.943967626,-0.843891511,0.036029961,-0.092438733,0.99916744,-0.148860971,-0.189465799,-0.965833214,-0.702866921,-0.535692068
0.584697853,-0.881529701,0.678554238,-0.392553108,0.310990354,-0.971231305,0.084582908,0.002364759,0.554710772,-0.524878843
0.545099337,0.579562835,-0.383770853,-0.482090241,-0.610174286,0.896179196,0.838839285,-0.612032337,0.706278764,0.285948324
0.419844201,-0.992093065,0.609812748,0.16376639,-0.790660809,-0.730099269,-0.897331977,0.103517545,0.412350117,0.628983119
-0.229670784,0.09093327,0.527737501,-0.774493715,0.305104898,-0.053948593,0.268173399,0.014994074,-0.608714934,-0.854189312
0.868965005,-0.823962387,-0.812213984,-0.560392952,0.557352374,-0.029515573,0.028179641,0.547950772,-0.024867763,-0.84965473
0.622272059,-0.385636679,-0.57781091,-0.910766169,0.154463343,-0.520453522,0.599746431,-0.615838772,0.439833568,0.052421397
0.897336035,-0.200141072,0.395538904,-0.552894596,0.293598409,0.214242734,-0.651146742,-0.998762052,-0.088950395,-0.520233094
-0.040829351,-0.452766992,0.802423052,0.289117927,0.012110046,0.725550784,-0.592912888,0.585780942,-0.285527721,-0.516285001
0.80668681,-0.295737395,0.514190178,0.801482834,-0.734530429,-0.003228005,-0.697470153,-0.770317643,-0.6367946,-0.597952709
-0.056104604,-0.002633405,0.729569164,0.675629371,-0.164075204,-0.299157648,-0.444117909,-0.90894797,0.876167354,0.700179666
-0.06810644,0.210535391,-0.409876995,0.619036809,0.765687754,-0.352739444,-0.770431634,-0.648563957,0.788455413,0.057927386
-0.547218012,0.586743514,-0.516006589,-0.316512395,-0.909345977,0.845680226,0.717283819,-0.256736546,0.084886897,-0.881959176
-0.531462063,-0.883835558,0.072830644,-0.976055506,0.822585932,-0.979696763,0.361195138,0.830603031,0.67855331,-0.057422923
0.766484992,-0.012289514,0.326478267,0.784318901,0.073027318,-0.544756505,0.923626073,-0.269065367,-0.812890185,-0.439600955
0.780606449,0.223964789,0.732988977,0.936463767,0.923101417,0.423402135,-0.259927518,-0.057797491,-0.256161097,0.387712543
-0.552236616,0.403646276,0.728764355,0.172140358,-0.9987108,0.005432441,-0.911884106,-0.104242785,-0.881981791,0.534197987
0.790791028,0.371756008,-0.670978075,-0.789176491,-0.082113029,-0.355099082,-0.939581326,0.81318157,-0.388580337,-0.359790925
-0.655631453,-0.580820406,-0.187575967,-0.224710135,0.955174902,-0.921129397,-0.746272723,0.063510834,0.050674624,-0.692929069
-0.738857908,0.341605959,-0.177636961,-0.980367136,0.181860562,0.723454796,0.030953512,0.366174995,0.901269101,0.995607538
-0.249787379,0.036193664,0.347435138,-0.980944312,0.108596691,0.423682264,0.931214969,-0.659708039,0.457413564,0.388126949
0.166068047,0.815412914,0.042585563,-0.127506144,-0.316922266,-0.634992104,-0.20719744,0.431820481,-0.345706856,0.407852007
0.541473789,0.462858637,0.258084221,-0.120802127,0.744846202,0.551955358,0.789588845,0.4711948,-0.124259105,-0.270663773
-0.077516021,-0.376785873,0.815311176,0.965828345,0.42002048,-0.486020519,0.446094075,-0.29796162,0.656102752,0.948136453
0.947275601,0.520774012,-0.668916692,0.29721925,-0.405353335,0.908174039,-0.168318972,-0.969846687,-0.826296511,0.518870882
-0.99370921,0.234849021,0.088483847,0.387315131,-0.039018301,0.309226024,0.573970362,0.622468918,-0.383055586,0.992975475
-0.819031364,-0.559692529,-0.411207843,0.697850301,0.643107146,-0.354396882,-0.354493267,0.064039634,0.273894079,0.743576439
0.43072107,0.853198542,0.623842851,-0.223717282,0.416948869,0.441392932,0.778068542,0.471805275,-0.741261174,0.468598621
0.094443315,0.535694292,-0.012340169,-0.826438813,0.89322988,0.259579265,-0.592940922,0.162267736,-0.801237736,0.787438075
-0.439795153,-0.484479617,0.073663823,0.308450528,0.55815801,-0.415620982,0.553964674,-0.718856575,-0.616289632,0.023535258
-0.750018464,0.151758621,-0.200223472,-0.42981249,0.006124048,0.668589409,0.80049843,0.106622257,-0.614539797,-0.254747506
0.846936717,0.121936159,0.159417338,0.662118878,0.919728735,-0.999121406,-0.47498731,0.037753483,0.424799338,0.35873935
-0.872776866,-0.058166164,-0.708564898,-0.324693808,-0.059624695,0.491289397,-0.245480584,-0.580222914,-0.736006885,-0.866883508
0.050537163,-0.478561488,-0.941599955,0.949934585,0.607343242,0.877491166,-0.248523136,-0.723578095,0.151432222,-0.617439826
0.524240798,0.850071447,0.304387779,-0.126271012,0.920809052,0.069862247,0.867362553,0.653552975,-0.851910858,0.113717673
-0.111004365,0.161794627,0.028690935,-0.049683883,0.081228979,-0.399940549,0.084022129,-0.719471499,-0.405131516,0.8999436
-0.245213352,-0.413862747,-0.186472699,0.702538025,0.229104731,0.949476207,-0.659648808,-0.554685701,-0.416982976,0.455213095
-0.561438636,-0.555747183,0.194680748,0.482834264,0.966030942,-0.680921575,0.646388514,-0.245806469,0.961307794,0.350743411
0.714649999,-0.485470137,-0.168136171,-0.330559951,-0.513058142,-0.533523007,0.012409278,0.706441803,-0.191004242,0.476978097
-0.658350819,-0.294478279,0.826099644,0.328100238,-0.703189141,0.440937464,-0.424990014,-0.337695686,0.981620641,0.206510964
-0.90099615,0.421083475,0.401427926,0.167020341,0.143179818,0.886211511,-0.829025295,0.256469656,-0.539897606,-0.121439394
0.711675721,-0.218425043,0.261440422,0.297200778,-0.809767337,-0.68295309,-0.395145838,0.128639841,0.887271106,-0.925011343
0.679788536,-0.339962519,0.649241493,0.382576722,-0.441175236,0.100913639,0.523829712,-0.895745125,-0.436668953,-0.17853844
0.331465592,-0.507675033,-0.351191791,0.192341795,-0.68254592,-0.450668436,-0.735720064,0.280425954,-0.163865275,-0.134407698
0.958220428,-0.436871138,-0.6451022,0.408697965,0.590520123,-0.098536795,0.111715159,-0.431932351,0.671344784,-0.170956305
0.982938701,-0.473759723,0.003355595,-0.047341319,0.345243068,0.092863245,0.359692117,0.755348837,-0.683218687,0.757331613
0.31903609,0.499264482,0.842635005,0.908781519,-0.649825892,0.984311698,-0.709278559,-0.69558108,-0.820603164,0.899067052
0.35044759,-0.698264272,-0.447824449,0.056197749,-0.29192698,-0.479549034,0.198129863,0.648317717,0.070810244,-0.207259284
0.836256161,-0.383907182,0.550093841,-0.688234412,-0.422499437,0.705171396,0.01191246,0.592492894,0.741434382,0.340508027
-0.215889241,-0.195261483,0.425760409,-0.630033543,0.505696367,0.744304619,0.139566088,-0.87498061,-0.014602544,-0.030826394
0.327470918,0.695602345,-0.96809476,-0.631623399,0.676840269,0.520075398,0.493166217,-0.976592731,-0.592700449,0.082851394
0.655610237,-0.039915885,-0.663588693,-0.385882806,0.043808046,0.353764168,-0.452235441,0.039631815,-0.464418123,-0.070213246
0.946612834,0.357495524,0.042267054,0.932234584,0.117487915,0.255896998,-0.566775986,-0.756817011,0.968814975,-0.955721703
-0.512765004,0.384231856,-0.964563167,-0.586654161,0.458501443,-0.720067791,-0.285332283,-0.478845906,-0.828552531,-0.795031208
0.344820178,-0.755810757,-0.020115583,-0.230738551,-0.699794356,-0.513921286,0.700601851,0.094370744,-0.87659094,-0.338120059
0.409090918,0.89486306,-0.01504332,-0.559702937,0.648590899,-0.588128327,0.528092207,-0.739901635,-0.843435231,-0.178511568
-0.193926078,-0.530234762,-0.932868438,0.08760748,0.628786923,0.908410775,0.399115104,-0.990558987,-0.08600503,-0.665008087
-0.382812309,0.41441052,0.587004207,-0.62317685,-0.070087754,0.9980074,0.147872426,0.848998938,-0.165411698,0.309203229
-0.95210433,-0.621933412,-0.283140559,0.73399474,0.900139583,-0.853129903,0.647454459,0.993974218,0.667937995,-0.205653825
0.918901546,0.118227581,-0.79521153,-0.506074217,-0.426910445,0.692245098,0.78806963,-0.704422117,-0.709987729,0.982000759
0.69754779,0.517545285,0.451882557,0.385234155,0.519876361,-0.438791763,-0.156168791,0.354339718,0.774611485,-0.239808999
-0.693011778,0.845854557,-0.568371153,0.348021659,0.52468514,0.621573304,0.613965362,-0.851017805,0.960772159,0.852956779
-0.642995461,0.512259344,-0.629515059,-0.729637828,-0.753299446,0.614926514,-0.405133948,0.776394844,0.985768759,-0.912369169
0.109115098,0.242044657,0.235170755,0.942658456,-0.256495138,0.485379923,0.228204538,-0.169097982,0.382197448,-0.585307673
0.613070078,0.008463847,0.249964241,0.736987924,-0.870814477,0.118745535,-0.509596289,-0.69583736,0.507173759,-0.842606898
0.619691461,0.871978136,-0.867063328,0.831891893,0.095474854,-0.333371077,-0.543658383,0.334307757,-0.082410816,0.981295584
-0.631830216,-0.309575022,0.181089211,0.87819972,0.973610832,-0.740789343,-0.210624907,-0.224032095,0.323914899,-0.105051993
-0.762505244,-0.998725886,0.791633097,-0.838894581,-0.334743362,-0.490522064,-0.561735813,0.191663299,-0.379703052,0.00809753
0.881990584,-0.617282816,-0.56308762,-0.898780013,-0.848772196,-0.833302165,-0.224689554,0.298052232,0.053119309,-0.177642357
-0.387367538,0.884903924,0.960706277,0.056786487,0.07553825,-0.470314024,0.226636454,-0.071176789,0.455691689,0.597990351
0.544278949,0.808520083,0.833846641,-0.520250143,-0.736458906,-0.373765095,-0.81860915,0.745659957,0.101385533,-0.822785734
0.09950606,-0.699054527,0.929946955,0.671660751,0.531403055,0.186801139,-0.211694936,0.816802673,-0.543640151,-0.391162775
0.719538026,-0.180090891,0.595061589,-0.08170026,-0.704751966,0.356484927,0.156663553,-0.246050009,-0.652628517,-0.976222251
-0.055247692,0.284329347,-0.351662912,-0.257870506,-0.246396764,0.718624428,0.495271559,0.982639341,0.386593734,0.768166321
0.045667656,0.723011372,-0.068173834,0.12599357,-0.964239324,0.19313814,-0.707640838,-0.978439534,-0.930856776,-0.206659687
-0.263406202,0.997028741,0.896813604,-0.533250871,-0.078256331,0.111057229,0.351606985,0.773637017,0.43350039,-0.198628561
-0.871833927,0.186373254,0.226633417,0.221182729,-0.883379494,-0.920385551,-0.437161424,-0.901099954,0.435237636,-0.47469703
-0.375549418,0.474977116,-0.507040445,-0.497873848,0.51675586,0.293020779,0.061367838,-0.260318713,0.12853714,-0.604742629
-0.022542717,0.137398506,0.810114854,0.896606925,0.971254674,-0.406600809,0.937486252,0.795160402,0.76641593,0.098198582
-0.512359844,-0.216784993,0.572107291,0.332148139,0.963856147,-0.291099066,0.104588024,0.438459106,0.56267641,0.184171155
0.053454944,0.383262315,-0.527384213,-0.992403858,-0.842121659,0.899904451,-0.7699756,-0.403493952,-0.138351774,0.199681569
0.207523148,-0.174248698,0.240864617,-0.746667762,-0.894000578,-0.665391931,-0.283501067,-0.07511936,0.771424034,-0.654171942
-0.699339262,-0.03815605,-0.297275216,-0.586127498,0.266694062,-0.944216878,-0.412479567,-0.575930633,-0.277391612,0.193613207
-0.362031805,0.814153631,-0.234620138,0.900656667,-0.125130366,0.010046028,0.251631737,0.155214075,-0.950385499,-0.515025122
-0.130260605,0.131335796,0.149335521,-0.252717725,0.40032386,0.144976352,0.006200598,0.855184204,0.893186477,0.618457882
0.283997314,-0.477673211,-0.993134074,-0.366001935,0.743088052,0.53702986,-0.097396685,-0.609083141,-0.61477792,-0.976327856
-0.396705334,0.859667261,-0.118533641,-0.947036192,-0.473377749,0.865862927,-0.93541928,-0.242196929,-0.138003762,-0.494392302
-0.135175187,-0.35814422,0.969144526,0.636421193,-0.677724236,0.462823143,0.580524541,-0.449113966,0.42116103,0.128543612
-0.974614724,-0.391419604,0.115192113,-0.556324421,0.591429094,-0.794877778,0.124884086,0.039234388,0.893793006,-0.711918584
-0.005328382,0.363167231,-0.881047743,0.79959487,-0.374205623,-0.731586191,-0.633071585,0.95137311,0.164173076,0.314332316
0.941527305,-0.329295776,0.630873597,0.038595787,-0.780517753,-0.534241514,-0.872167803,0.569015011,-0.409395492,-0.530943623
0.357233248,0.029665452,0.543040995,-0.282676355,0.85122232,0.15924219,0.856882776,-0.752485491,-0.394001725,0.001962145
0.14459738,-0.25498677,-0.034310742,0.844494902,-0.736349513,0.543382416,0.80646745,0.654880854,-0.705834899,-0.250207744
0.71664468,0.957636605,-0.020267629,0.46331818,0.148568363,-0.681434811,0.822039218,0.597639932,0.937568143,-0.068635814
0.488091867,0.943362886,0.229751172,0.108374801,-0.196011591,0.140688576,-0.399967599,-0.686394066,0.799642325,-0.970116759
-0.515830285,-0.670689295,0.132263846,-0.135213104,0.695512725,0.377765723,0.109261118,0.494011763,0.604989081,-0.58444017
-0.216598304,0.947333253,0.608866214,0.135247126,-0.343272167,-0.602982262,-0.683733273,0.642688673,0.151695321,-0.479480872
-0.573354983,-0.39834989,-0.43990898,0.715469791,-0.63223213,-0.350193398,0.121351832,0.23848918,-0.801809837,-0.692452713
-0.65933064,-0.653033243,-0.940448386,-0.253586783,-0.611989753,-0.018223612,-0.234386488,-0.104123,0.777835277,0.056594938
-0.434666076,0.311807112,0.745276952,-0.313263252,0.809505796,-0.855626416,-0.306768422,0.5473483,0.397970017,0.67620304
0.47896255,-0.17704646,-0.231326685,0.287003344,0.748706231,-0.833603784,-0.623820973,-0.18175343,-0.708919053,0.440484493
0.004696082,0.794282676,-0.316299035,-0.256308866,0.770148335,0.212613029,0.318230994,-0.616659634,0.216544583,0.078622588
-0.35081346,-0.811757122,0.846184093,-0.58323231,-0.525772624,0.159321303,-0.117249735,0.04119709,-0.216098952,0.808343216
