,0,1
0,0.774138105,0.853861575
1,0.779541096,0.848393324
2,0.772685837,0.853779209
3,0.771326887,0.858325888
4,0.780608406,0.838379007
5,0.776103727,0.848959353
6,0.77635764,0.846063785
7,0.773287983,0.851442486
8,0.778856807,0.841529301
9,0.773461586,0.861002759
10,0.776614219,0.849216085
11,0.766933366,0.858118342
12,0.760711453,0.851320047
13,0.777235638,0.854333856
14,0.776392504,0.85087599
15,0.763369363,0.852306111
16,0.766001914,0.857858005
17,0.775600932,0.86160807
18,0.77122428,0.846147304
19,0.760102524,0.867040913
20,0.784816202,0.84972202
21,0.772927863,0.861121174
22,0.777466058,0.858232468
23,0.773858673,0.847594439
24,0.779702194,0.853075499
25,0.769146898,0.852645231
26,0.772237311,0.853733977
27,0.770256623,0.870301972
28,0.772388045,0.841842764
29,0.774704187,0.86386889
30,0.773631308,0.854759735
31,0.764802874,0.869466123
32,0.782740584,0.850085177
33,0.771989128,0.859008159
34,0.765448478,0.857155453
35,0.776924367,0.856431188
36,0.762135274,0.856758709
37,0.763521516,0.851755731
38,0.769436862,0.850546396
39,0.769456726,0.859163801
40,0.776935971,0.864195688
41,0.777469725,0.852169308
42,0.772346369,0.853845665
43,0.763954348,0.859478612
44,0.767351246,0.868981729
45,0.761144585,0.859582695
46,0.775966392,0.852017891
47,0.763814341,0.859164155
48,0.765328287,0.843470992
49,0.775024048,0.859576199
,0.784816202,0.870301972
,0.760102524,0.838379007
,0.771949615,0.854806265
,0.001705343,0.002001503
