,0,1
0,0.724327279,0.080714875
1,0.722594241,0.079641279
2,0.713904794,0.095310776
3,0.704379624,0.097647376
4,0.729301443,0.089064967
5,0.710593328,0.08465245
6,0.718129501,0.089951633
7,0.714461349,0.089085717
8,0.705302562,0.086984949
9,0.726381174,0.085981512
10,0.722651936,0.097954503
11,0.711651564,0.087051893
12,0.728320429,0.085129832
13,0.713325874,0.077410207
14,0.736465998,0.087709167
15,0.701934409,0.085578008
16,0.700080445,0.091809633
17,0.708175482,0.083959352
18,0.732500751,0.084172109
19,0.721903119,0.092451023
20,0.730871693,0.091045518
21,0.707782926,0.089064984
22,0.704009035,0.0906295
23,0.720580823,0.087337313
24,0.693746771,0.098841933
25,0.722941852,0.088413816
26,0.717338471,0.093943055
27,0.71129222,0.085047751
28,0.717199975,0.092015139
29,0.716270351,0.086946863
30,0.731052695,0.092090061
31,0.689249713,0.098515978
32,0.720406685,0.085793173
33,0.726750369,0.092744385
34,0.726938054,0.083065741
35,0.698467492,0.084255766
36,0.706267606,0.095074744
37,0.71967291,0.08503611
38,0.723717542,0.081703927
39,0.72112025,0.082974226
40,0.737694079,0.086308213
41,0.715989528,0.089043054
42,0.684676049,0.086657223
43,0.711930784,0.088117355
44,0.717371198,0.087584372
45,0.729066112,0.086227043
46,0.732057768,0.090016121
47,0.735388337,0.088733569
48,0.711884548,0.083793569
49,0.705976178,0.090693696
,0.684676049,0.077410207
,0.737694079,0.098841933
,0.716681946,0.088279509
,0.003419228,0.001352128
