,hr,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,t,e
0,0.477883693,0.297056003,0.090413845,0.274190866,0.097137175,0.6965334,-0.201975884,-0.399691499,-0.480233432,-0.652341304,-0.297090213,0.163948053,1
1,0.867633261,-0.582544952,0.725089106,0.169252865,-0.844317896,0.715213867,0.99684233,-0.121112596,-0.929038848,-0.126301675,0.080452572,0.248748982,1
2,-1.451680416,-0.430259657,-0.51071038,-0.159263715,-0.422141588,0.5967756,0.520388004,0.722858253,-0.143807914,-0.789521216,0.784949067,0.587294093,0
3,-0.150853666,0.056667002,-0.103760334,-0.439080642,-0.887056313,0.250431178,-0.286796521,-0.579279242,-0.891752965,-0.037182013,0.492784558,0.044885466,1
4,-1.373290261,-0.546336107,-0.413477077,-0.783402572,0.969950928,-0.22270528,0.356914209,0.085124217,-0.661901734,-0.565653977,-0.922601111,0.287946988,1
5,0.047875976,0.725866822,-0.338995423,0.370586706,-0.446704115,0.973453226,-0.305409036,-0.969996459,-0.7191205,0.313077277,0.067387848,0.080409853,1
6,1.227271055,0.991634639,0.117818208,0.474805379,0.329886121,-0.307866338,-0.842942694,-0.482777154,-0.76611761,0.088334023,-0.69017548,0.014085685,1
7,1.918642964,-0.064883406,0.991763185,-0.506213417,-0.954045767,0.614557957,0.326374222,-0.429052942,0.528940911,-0.208686272,0.80473587,0.008929342,1
8,-1.561841367,-0.461080947,-0.55038021,-0.185440284,-0.73488682,-0.662334679,0.288562607,-0.9530616,-0.533705825,-0.788116801,-0.520648469,0.139859495,1
9,-0.22523243,-0.808542745,0.291655158,0.357130869,-0.941507896,-0.240470646,0.437178175,-0.531702052,0.56632666,-0.89506979,-0.431776804,0.016217351,1
10,-1.922704488,-0.706637248,-0.60803362,0.670169543,0.246999578,-0.737666617,-0.368789295,0.231540831,-0.770255591,-0.114022068,-0.003534136,0.228802995,1
11,-0.099941193,0.718535612,-0.409238403,-0.529141428,0.263381243,0.763919103,-0.503739579,-0.374018094,-0.438230618,0.048510977,-0.414071829,0.352615767,1
12,2.276349515,0.948176177,0.664086669,-0.186721491,-0.713963933,-0.059043803,-0.311069404,-0.311042322,-0.419425772,-0.409275757,-0.896135634,0.006583777,1
13,0.778961781,0.150302953,0.314329414,0.09781185,-0.046846262,0.156224556,-0.998932598,0.584611809,0.528544766,0.334327067,0.830936953,0.13385906,1
14,0.314062832,0.888516186,-0.287226677,-0.990908055,-0.367037465,0.219501301,-0.939416507,-0.423130713,0.649626939,0.785878073,0.687435382,0.073022983,1
15,0.565006021,0.557756216,0.003624902,0.028757283,-0.005823743,0.377813274,0.788614525,-0.499684002,0.629371346,-0.003645786,-0.374822031,0.099132959,1
16,-0.38507285,-0.766846272,0.190886711,-0.351868731,0.836546899,0.749845661,-0.098751181,0.530425706,0.778782733,0.097647502,0.87844277,0.012429749,1
17,-2.556686804,-0.590027244,-0.98332978,0.454188031,-0.910896072,-0.882898241,-0.368074584,-0.449589175,-0.014877157,-0.792128612,0.418753533,0.587294093,0
18,0.391641906,0.292736417,0.049452744,0.866909675,-0.535428252,-0.497933596,0.461615513,-0.505243673,0.001334864,0.67926505,0.952647328,0.284759729,1
19,1.043287095,-0.928883645,0.98608537,-0.766659712,0.728353805,-0.149649929,0.413929098,0.274708671,-0.885309449,-0.173292238,-0.179380307,0.03111552,1
20,0.333861758,0.750121463,-0.208129853,0.158784311,0.473803608,-0.800568434,-0.747026955,-0.490492944,0.722948483,0.401837061,-0.842373297,0.233643975,1
21,2.440419047,0.60447504,0.917972003,0.476417771,0.411967562,0.22392998,0.597612364,-0.493301242,0.484110283,0.345190419,-0.574754124,0.004274061,1
22,-1.845362995,-0.484757481,-0.680302757,-0.005855132,0.742106043,-0.7572812,0.011072293,-0.894530852,-0.537722537,0.194335856,0.831152959,0.587294093,0
23,0.352498724,-0.783637004,0.568067864,0.508528878,0.446085765,-0.627163176,-0.917261489,-0.888200916,-0.028637575,0.283657778,-0.048259925,0.00977307,1
