,hr,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,t,e
0,1.05986455556164,0.891016125523683,0.08442421501897845,0.6912913065770872,-0.027974279074219677,0.39764880714423945,-0.24056187840014798,-0.7371899021400279,0.38888200910133075,-0.8963996312975608,-0.3582328673920321,0.04322741748852347,1
1,-0.13352164070753525,0.9853866722225095,-0.5594541564650224,0.3281892946436187,-0.44542742969196847,0.07128913868898912,0.09676648710113,0.34533427873400946,0.44748548048525727,-0.9251020677814921,-0.4699590667607072,0.2698113670576829,1
2,0.9942305004283014,0.4141210149885004,0.2900547427199005,0.6909731688608094,-0.9980262882143198,0.39631129889033967,-0.9888328231085199,-0.02431889442262447,-0.7666532149129239,-0.9499486341442731,0.4289143646045439,0.12661536004816654,1
3,1.2544552066453922,0.3074895179122408,0.47348284436657573,-0.49400102936608725,-0.42523687479557815,-0.10837399224022382,-0.5926913099440805,-0.63748188993208,-0.2484836027316819,-0.5300664177550027,-0.3708906004927597,0.08180622611338953,1
4,-0.2692581719804221,-0.6055057834536415,0.16812380573660968,-0.11052714673781883,-0.8058195864445918,-0.3841517135719412,0.6802129857794115,-0.40533434263635537,-0.03186460234945421,0.1626443913345903,0.9984467728045232,0.052941778864761396,1
5,-2.3139856808559682,-0.3764096129240846,-0.9687880339659418,-0.21114382185580727,0.6054472611474238,-0.5238692509707956,0.28286979187018413,0.634877215500238,-0.5355793629516148,-0.19203337852312008,0.5524076429651106,0.7850253912953633,1
6,-0.6877649114056916,0.35265880010117256,-0.5202118557534321,0.6067824981453,-0.5946076344779676,-0.9111059621814503,0.24490100099881285,-0.5585882203408814,0.8317745360247513,-0.6666157281263674,0.8446263804058771,0.08794719609045469,1
7,0.5022141846175714,-0.3140345808934839,0.40812438275552765,0.43018545777177386,0.38843470750198694,0.47171638847347763,0.18599754393012002,-0.33215197345695757,-0.7883796211395486,-0.5820201475119522,-0.7469079005111035,0.007187179713323788,1
8,-0.22146172059187674,-0.48405871780036747,0.13129849860424536,0.3634566135987538,0.5892940741615784,0.17797872036724938,0.32115380500189894,-0.8958265586919774,-0.5390543970105426,0.24910684486091617,0.9410098173014858,0.12611908098022634,1
9,-0.8690067388996277,-0.5117127738560978,-0.17864698252176492,-0.835595679607773,0.399021066025784,-0.4083666341978809,-0.07475812092275169,0.9532251375918084,0.9210891264060626,-0.5381423147331625,-0.5515623401127543,0.6057025224446656,1
10,0.1874001297423753,0.07586394139257413,0.055768094174900584,-0.4066549593859514,0.2779412671758319,-0.3327311926178973,-0.14161826252857557,0.6821103354218621,-0.39010958610121294,-0.8502872434580893,-0.9043936721701058,0.04244682419904123,1
11,0.09519367616786423,0.06068661246055318,0.017253531853655524,0.7012118558068134,-0.1354675655726556,-0.11664904482601157,-0.5085720390430799,0.10600812259414072,0.3568199868207891,0.09587301039005447,-0.8848357873631847,0.06356646489943335,1
12,-0.4175347597761636,0.6405283029646203,-0.5290315313703919,0.3515350105312165,-0.3972008342301401,0.008707737700764051,-0.2160399012090195,0.8559841291072496,0.20049300009657056,0.5770157228329011,0.49535095036413135,0.03747333885560146,1
13,-0.4369820874132817,-0.17393259793716287,-0.13152474473805942,0.6130182537433406,-0.9216086957883132,-0.7318051758127933,-0.7867535264402874,0.0887483523757171,-0.1836514459230525,0.3705991678080154,0.06372963065515358,0.039125553573762864,1
14,-0.43096621751070074,-0.284380189330939,-0.07329301408988087,-0.4549366409702307,0.44991267077383545,-0.631591521636782,0.1685484817138374,-0.3538111858470856,-0.742512769139348,-0.2698615736378924,0.7586057947497562,0.04271937156697112,1
15,1.3822997607344067,-0.14173572736565054,0.7620177440500286,-0.6091133281356986,-0.5048245213282558,0.09907913644165722,0.5961498346781209,-0.5229914599648171,-0.8638539174412512,-0.5689446831331764,-0.9272662595056782,0.018634883312502515,1
16,1.2665483739275258,-0.005680000441146804,0.6361141871843363,0.9918584491321838,-0.38927756052148554,-0.7945448432879458,0.2876080479840315,0.837999983938271,0.800200185900112,-0.7787759487274735,0.4085225417771359,0.06423170722223641,1
17,-1.1172789096810338,-0.1956132938712516,-0.4608328079048911,0.2483999133670538,-0.27552571696050165,-0.20027743056581304,-0.03860964849124948,-0.6608612276942198,-0.3380622979973016,0.5525943213139912,0.015066916235510153,1.1957291415403675,0
18,-1.096391726585635,0.08265731582119096,-0.589524521203413,0.6990800719240073,0.9393641005173754,-0.5885063299783229,-0.4428880051266382,0.3478872440375691,0.5753032066095913,-0.5654489667339315,-0.9570073645976402,0.1148454902261536,1
19,-0.646586633282427,0.6601730523673313,-0.6533798428248792,-0.19950980788872164,0.8804726618095879,0.6311698670313672,0.061006622664198984,-0.5061828444584011,0.06347757249383679,-0.38126485405764776,-0.16872449040492032,0.1366908590775286,1
20,-2.257206124603644,-0.5922698704572082,-0.8324681270732179,0.45495399622769916,0.010489747589146559,0.06557532792914622,0.48800849257076284,0.26254645966695844,-0.998635566962121,-0.4675302086587634,-0.8148724801586458,0.43309297542796327,1
21,0.1772545628901947,0.7982908014068257,-0.3105181192583155,0.6383952960267769,0.09235351774655354,0.619802535684953,-0.23117817691614606,0.9018801259669289,0.9324344841644536,0.11330745416621579,0.21435097132137204,0.09024898601709314,1
22,1.7782041096523997,0.3057762921792442,0.7362139087365778,-0.04999501782554705,0.6547418210545151,0.3700819086818927,-0.20102596461923405,-0.3477868727190625,0.11977193561693555,0.5386809676396789,-0.41448441596348307,0.011218796818062593,1
23,-0.3654707787030951,-0.1151764894532028,-0.12514714462494614,0.4325037893625816,-0.870230318780834,-0.8794701426946876,0.5004039805027602,0.32217277115307263,-0.2999991777766775,-0.4833811124200129,0.5450005386089667,0.1914084389255982,1
24,-1.6310394639426113,-0.16434740271075476,-0.7333460306159283,-0.041198990125765,0.38007725988701235,-0.2619313854176226,-0.39211379511482103,-0.19209455941139675,0.4002481580459196,-0.8658221707392724,-0.17816639600687956,0.03202779981749279,1
