Label,event_time,label
TRUE,27.5921668,0
FALSE,7.623582,1
FALSE,15.7370418,1
FALSE,1.412288,1
FALSE,1.2439576,1
FALSE,0.6700319,1
FALSE,13.4853836,1
FALSE,9.8708597,1
TRUE,27.5921668,0
FALSE,3.439114,1
FALSE,3.2421578,1
FALSE,14.4801853,1
FALSE,0.9880784,1
FALSE,12.0388768,1
FALSE,1.0946519,1
FALSE,5.4243576,1
FALSE,20.607738,1
FALSE,19.6621416,1
FALSE,7.0001566,1
FALSE,7.9575944,1
FALSE,12.5249754,1
FALSE,0.0506365,1
TRUE,27.5921668,0
FALSE,3.7171733,1
FALSE,16.5281037,1
FALSE,1.938477,1
FALSE,2.5299393,1
FALSE,4.8459139,1
TRUE,27.5921668,0
TRUE,27.5921668,0
FALSE,6.0590395,1
FALSE,13.3770736,1
FALSE,1.8322686,1
FALSE,1.8419395,1
FALSE,14.3261798,1
FALSE,4.1928122,1
FALSE,4.4670707,1
FALSE,2.2970675,1
FALSE,1.4974407,1
FALSE,0.4548665,1
TRUE,27.5921668,0
FALSE,16.0534138,1
FALSE,13.3742679,1
FALSE,8.211936,1
FALSE,5.2030821,1
FALSE,4.297807,1
FALSE,1.2337751,1
FALSE,3.7321867,1
FALSE,1.3286111,1
FALSE,22.0161124,1
FALSE,17.9302706,1
FALSE,8.5448549,1
TRUE,27.5921668,0
FALSE,20.6147923,1
FALSE,4.6016942,1
FALSE,3.5115029,1
FALSE,0.2505974,1
FALSE,15.6674354,1
FALSE,4.6410072,1
FALSE,2.9959224,1
FALSE,13.590104,1
FALSE,7.4873213,1
TRUE,27.5921668,0
FALSE,1.3627621,1
FALSE,9.873777,1
TRUE,27.5921668,0
FALSE,13.0922887,1
FALSE,1.2449267,1
FALSE,3.5515003,1
TRUE,27.5921668,0
FALSE,11.8740647,1
FALSE,5.8336027,1
FALSE,18.3562871,1
TRUE,27.5921668,0
FALSE,5.2973582,1
FALSE,15.6898174,1
FALSE,3.780474,1
FALSE,1.6834262,1
TRUE,27.5921668,0
FALSE,7.5124788,1
FALSE,4.7704312,1
FALSE,14.1734004,1
FALSE,1.0425806,1
FALSE,2.2184584,1
FALSE,4.2268894,1
FALSE,1.7922078,1
TRUE,27.5921668,0
FALSE,7.7876476,1
FALSE,19.0669194,1
FALSE,4.0002886,1
FALSE,16.1578908,1
FALSE,1.6273278,1
FALSE,15.6198944,1
FALSE,9.7194479,1
FALSE,6.7438391,1
FALSE,21.6110651,1
FALSE,9.0652926,1
FALSE,2.6232815,1
FALSE,5.160489,1
FALSE,21.5676895,1
FALSE,5.0220049,1
FALSE,1.6597227,1
FALSE,6.8643305,1
TRUE,27.5921668,0
FALSE,19.5405506,1
FALSE,12.1175395,1
FALSE,0.6803882,1
FALSE,1.4696038,1
FALSE,1.5016637,1
FALSE,3.8629767,1
FALSE,2.0831053,1
FALSE,25.1946007,1
FALSE,5.3748374,1
FALSE,2.0753096,1
FALSE,1.2541825,1
FALSE,5.0020987,1
FALSE,22.5409091,1
FALSE,2.8717607,1
FALSE,2.4269622,1
FALSE,0.0259204,1
FALSE,1.9774727,1
FALSE,17.410599,1
FALSE,17.2537813,1
FALSE,0.8603776,1
FALSE,0.9965323,1
FALSE,19.9820145,1
FALSE,14.6262703,1
FALSE,0.6341834,1
FALSE,0.952659,1
FALSE,2.5951069,1
FALSE,21.0318726,1
FALSE,4.1141346,1
TRUE,27.5921668,0
FALSE,6.8630176,1
FALSE,3.8076615,1
FALSE,22.3114457,1
FALSE,0.9046994,1
FALSE,10.0091689,1
FALSE,0.2438655,1
FALSE,5.0361427,1
FALSE,10.7244356,1
FALSE,13.7808289,1
FALSE,8.2694183,1
FALSE,7.7115224,1
FALSE,3.1440639,1
FALSE,2.6519437,1
FALSE,0.6066815,1
FALSE,21.5210387,1
FALSE,0.1564242,1
FALSE,6.1808848,1
FALSE,15.2053197,1
TRUE,27.5921668,0
TRUE,27.5921668,0
FALSE,9.5709338,1
FALSE,18.6030138,1
FALSE,12.0539885,1
FALSE,14.7175121,1
FALSE,0.1432043,1
TRUE,27.5921668,0
FALSE,1.7898944,1
FALSE,1.5025444,1
TRUE,27.5921668,0
FALSE,12.6917185,1
FALSE,1.6316455,1
FALSE,6.1415968,1
FALSE,4.6799335,1
TRUE,27.5921668,0
FALSE,1.1658338,1
FALSE,12.4778733,1
FALSE,7.2069558,1
FALSE,13.4037578,1
FALSE,7.8390787,1
FALSE,11.0062467,1
FALSE,3.2723812,1
FALSE,1.1658854,1
FALSE,3.602254,1
FALSE,11.003445,1
FALSE,2.6923653,1
FALSE,1.4526581,1
FALSE,8.3991373,1
FALSE,11.3942035,1
FALSE,14.089654,1
FALSE,0.9984962,1
TRUE,27.5921668,0
FALSE,1.8698587,1
