x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,pre
1.246874314,0.125700988,0.8526129,0.305250024,-0.704104238,-0.49334214,-0.27840092,0.041868224,0.150809978,-0.144460152,0.8526129
-1.340777353,0.228578122,0.85650903,-0.866537101,-0.146349932,0.250534855,-0.986181059,0.730563593,-0.953803508,0.653772874,0.85650903
0.25424747,0.080553313,0.85518444,0.208753798,0.469368969,0.493346798,0.060641114,0.156135275,-0.526915378,0.60576944,0.85518444
0.057471295,0.803860943,0.85030407,-0.024489632,-0.290629767,0.871514479,-0.373227222,-0.558609194,-0.14364696,0.53362739,0.85030407
-1.164826232,-0.438061493,0.85518205,-0.128246347,-0.370257613,-0.874978268,-0.566203365,0.024365194,-0.279757459,-0.628597692,0.85518205
-1.699576859,1.730760029,0.8559571,0.147380473,-0.685818162,0.106614404,0.064808417,0.406326644,-0.757541167,-0.790191486,0.8559571
-1.662266122,0.312626402,0.8537675,-0.661609124,0.990294318,0.65057518,-0.631585266,0.900963934,0.256168291,-0.733661993,0.8537675
1.374715061,1.651156623,0.85067415,0.276868942,-0.025990172,-0.090286908,0.028743014,0.526739564,0.204517871,0.408818527,0.85067415
-0.704594276,0.782263414,0.8559633,-0.714456542,-0.096057385,0.420624555,-0.946487358,0.628277281,-0.529462148,0.696634579,0.8559633
-1.450459391,0.926708761,0.8509677,0.332959979,-0.464037027,0.304244155,0.426419678,-0.514870768,0.210755318,0.216769878,0.8509677
-0.687238022,1.399305315,0.85218596,0.165176536,0.474160456,-0.148170721,0.752286346,0.351175667,-0.316586538,0.315102872,0.85218596
1.536658325,0.574389588,0.85443354,0.632103651,-0.420955949,0.731491469,-0.543092288,0.389203642,-0.933912194,0.723245927,0.85443354
-1.673969303,0.279437623,0.85548395,0.834005042,-0.846421026,-0.103961218,-0.877714783,0.645004021,-0.803061917,-0.14228451,0.85548395
0.502441936,-1.476154954,0.85209435,-0.276410627,0.371451912,-0.098589435,-0.331130252,-0.629921639,0.537983695,-0.99459775,0.85209435
-1.051526548,1.721244421,0.8556853,0.834553829,0.411142886,0.54062871,0.804148222,-0.042508604,-0.378045631,0.319489344,0.8556853
-1.163708281,-0.409996139,0.85506475,-0.420449164,0.65642221,0.43084048,0.176895187,0.454763058,-0.547718036,-0.185402883,0.85506475
-0.174134646,1.236104293,0.85029966,-0.49069168,0.830347133,-0.619308035,-0.794284694,0.074385989,0.677105928,0.647746115,0.85029966
0.113324715,0.379977989,0.8539583,-0.981263838,0.473704655,-0.908465237,-0.649701487,-0.668263253,-0.817875836,0.156473823,0.8539583
0.713519725,1.134170154,0.8541409,0.80506017,0.598350803,0.95818037,0.674310653,-0.536084725,-0.522442243,-0.024330348,0.8541409
-1.197241788,-1.368670318,0.85290587,0.815126386,0.164681445,-0.712458841,-0.407640258,0.276788761,0.352343777,-0.404728009,0.85290587
0.424829498,-0.358602954,0.85386467,-0.18562535,-0.929955773,-0.634864695,-0.367926763,0.237325944,0.281180154,-0.729421056,0.85386467
-1.492886992,-0.554800037,0.8563341,0.592643836,-0.347311137,-0.815131316,0.546037996,0.164167486,-0.150355117,-0.475380882,0.8563341
0.487994431,-1.655480058,0.84133226,-0.978763642,0.918541188,0.087555673,0.106724338,-0.037137094,-0.761973913,0.139912503,0.84133226
1.060691808,-1.409815369,0.850842,0.203254019,-0.880266458,0.845746709,-0.722447138,0.968217724,0.440777622,-0.278007871,0.850842
-0.387561981,1.501935204,0.85423577,0.845196077,0.58369416,-0.999109272,-0.347234051,0.27327919,0.260241333,0.50259535,0.85423577
-0.746350217,0.594636056,0.8552159,0.747836011,0.432167487,-0.395461397,0.370657291,0.334003614,-0.475196352,0.388712355,0.8552159
-0.764901504,-0.777251097,0.8555717,-0.650290599,0.384078688,0.320773035,-0.787281772,-0.489126964,-0.123752363,0.92649622,0.8555717
-0.267196218,0.879532545,0.85661536,-0.160116673,0.648975699,-0.341038932,-0.36112025,0.126238664,-0.458906074,0.416248311,0.85661536
0.523002454,-1.406286434,0.8483811,-0.627485336,-0.582323385,0.41569742,-0.605644605,0.595264394,0.514660782,0.053704725,0.8483811
-0.920328122,0.502716245,0.8533543,-0.691347726,0.682002006,-0.303592705,-0.247737393,-0.446763558,-0.976914385,-0.93684555,0.8533543
-1.549127416,0.637186271,0.8530562,-0.368360133,-0.460038066,-0.857792859,0.599763879,-0.904656016,0.966047729,0.178037052,0.8530562
1.09605325,-1.617241424,0.8532775,0.571893127,-0.198666065,-0.024800794,-0.124503708,-0.365767847,0.59422078,-0.780705511,0.8532775
0.265909712,-1.264211849,0.8451934,-0.361530622,-0.341261684,0.074561916,-0.638869638,-0.549209489,-0.609652773,0.083346286,0.8451934
-1.118563183,0.467462435,0.84907585,-0.082829159,-0.813009589,0.808097072,0.086955974,-0.002988938,-0.63602632,0.307074597,0.84907585
-0.406026157,0.459221698,0.85480237,0.831329709,-0.919033069,-0.85356422,0.401132755,-0.080711267,0.776352127,-0.304504506,0.85480237
-0.10014663,1.335329232,0.84853446,0.044025709,0.479985558,0.603862505,0.948800891,-0.738138749,0.386448912,-0.781279815,0.84853446
-0.796993257,-1.2691525,0.8553155,-0.452477687,0.949412844,0.959663812,0.508716528,0.965702103,0.71970634,0.347456533,0.8553155
-1.042692192,-1.689921849,0.85054713,-0.326985936,-0.962861227,-0.504004862,0.924281727,-0.717047336,0.252506671,0.264703367,0.85054713
0.060500083,1.279620147,0.8577761,0.949665981,0.641860243,-0.454315124,0.513534569,0.035955136,0.255838872,-0.136789023,0.8577761
-1.509075633,1.571369557,0.85439235,0.674535017,-0.242907949,0.21437298,0.019262189,-0.756578568,-0.839233173,-0.054311082,0.85439235
-1.37766937,-0.575082034,0.8533158,0.295093247,0.60551109,0.417631526,0.89116198,-0.87971827,-0.857594927,0.83365494,0.8533158
-1.670449348,1.261995504,0.856792,-0.591062383,0.903265143,0.778205594,-0.813979855,0.001610437,-0.647522709,0.701908369,0.856792
1.139348515,0.024210787,0.8519956,0.81714645,0.933319675,-0.295729471,0.097460558,0.116715544,0.091367618,0.115683996,0.8519956
-0.708757311,-1.384934115,0.85170245,-0.79377619,-0.685465467,0.861202686,-0.713859006,0.112795552,-0.21786144,-0.575956629,0.85170245
