,0,1
0,0.6734773601657295,0.23042609924829677
1,0.6848943649298765,0.21885637787819137
2,0.7068075117370892,0.2220418654526565
3,0.6885280257374597,0.23270415570800473
4,0.6629313584077768,0.23369027008926951
5,0.6306788212360968,0.23778078552168352
6,0.6269715900992922,0.23127500910150384
7,0.6610613555904625,0.2222314751332867
8,0.6757614959426085,0.22031425898220214
9,0.6874502428724718,0.21784621766951454
10,0.6821747856230614,0.21819282815671803
11,0.7001678240740741,0.22344743473207157
12,0.6796866810319725,0.22746586514017392
13,0.6986671511968677,0.21106201967306135
14,0.6957157098192034,0.22616418055799128
15,0.6760140603483681,0.21726593545870745
16,0.672879472374556,0.22002313309345897
17,0.5782065699911216,0.26076197784883454
18,0.6080158202289895,0.2441369932399919
19,0.6959612375105333,0.21328124795001951
20,0.6845311580574818,0.22712227412971897
21,0.6594932195396879,0.23424837586364236
22,0.6697086463894861,0.21738712295804297
23,0.6739153595738384,0.22090523730089234
24,0.6916953002154795,0.21537313154008045
25,0.6879644833667822,0.22218504337744432
26,0.664115268796564,0.22356107370451722
27,0.6395761801942114,0.22984137292780077
28,0.6851691344649091,0.21666813825274958
29,0.6921909914147948,0.2193466276020701
30,0.6912062116287468,0.21643641607554143
31,0.6603472536308357,0.2377919568052253
32,0.6709035661048045,0.22988901434062942
33,0.6631989131989132,0.2216102280700301
34,0.6881967015769833,0.213606226462215
35,0.6882179798846465,0.2150957941728632
36,0.6751275084608418,0.2171402967171173
37,0.6983146743710124,0.22697364141944906
38,0.6864506075906555,0.22025830712600658
39,0.6462733631464281,0.228862538389487
40,0.6724173095149545,0.22139113811183483
41,0.6662089972424455,0.2214148476524927
42,0.6416691328795502,0.22701781880731592
43,0.6607300342969132,0.22212902131505077
44,0.6889731551703383,0.2140200823577089
45,0.671013214794772,0.2245707674063443
46,0.6773601430062505,0.22119508173615118
47,0.5611423498076354,0.26693476846027175
48,0.699020449020449,0.21516396428279883
49,0.6837961426411476,0.21904880302023663
